"
beundre VERB-IMP_infl_rule beundre
observer VERB-IMP_infl_rule observere
la VERB-IMP_infl_rule la
foretrekk VERB-IMP_infl_rule foretrekke
fang VERB-IMP_infl_rule fange
hent VERB-IMP_infl_rule hente
klipp VERB-IMP_infl_rule klippe
spørr VERB-IMP_infl_rule spørre
diskuter VERB-IMP_infl_rule diskutere
brenn VERB-IMP_infl_rule brenne
irriter VERB-IMP_infl_rule irritere
mangle VERB-IMP_infl_rule mangle
gå VERB-IMP_infl_rule gå
baser VERB-IMP_infl_rule basere
beløp VERB-IMP_infl_rule beløpe
åpenbar VERB-IMP_infl_rule åpenbare
by VERB-IMP_infl_rule by
sett VERB-IMP_infl_rule sette
følg VERB-IMP_infl_rule følge
finn VERB-IMP_infl_rule finne
ta VERB-IMP_infl_rule ta
besøk VERB-IMP_infl_rule besøke
ans VERB-IMP_infl_rule anse
kle VERB-IMP_infl_rule kle
dress VERB-IMP_infl_rule dresse
kjenn VERB-IMP_infl_rule kjenne
kall VERB-IMP_infl_rule kalle
verdsett VERB-IMP_infl_rule verdsette
sett VERB-IMP_infl_rule sette
kasser VERB-IMP_infl_rule kassere
kak VERB-IMP_infl_rule kake
klamre VERB-IMP_infl_rule klamre
kanaliser VERB-IMP_infl_rule kanalisere
skrubb VERB-IMP_infl_rule skrubbe
bemektig VERB-IMP_infl_rule bemektige
be VERB-IMP_infl_rule be
tenk VERB-IMP_infl_rule tenke
kyl VERB-IMP_infl_rule kyle
ombestem VERB-IMP_infl_rule ombestemme
samrå VERB-IMP_infl_rule samrå
skam VERB-IMP_infl_rule skamme
bemøy VERB-IMP_infl_rule bemøye
nedlat VERB-IMP_infl_rule nedlate
lur VERB-IMP_infl_rule lure
avstå VERB-IMP_infl_rule avstå
frastå VERB-IMP_infl_rule frastå
bytt VERB-IMP_infl_rule bytte
moduler VERB-IMP_infl_rule modulere
bytt VERB-IMP_infl_rule bytte
arv VERB-IMP_infl_rule arve
få VERB-IMP_infl_rule få
konstruer VERB-IMP_infl_rule konstruere
absorber VERB-IMP_infl_rule absorbere
vent VERB-IMP_infl_rule vente
gled VERB-IMP_infl_rule glede
forsyn VERB-IMP_infl_rule forsyne
anfør VERB-IMP_infl_rule anføre
saml VERB-IMP_infl_rule samle
legg VERB-IMP_infl_rule legge
forlov VERB-IMP_infl_rule forlove
speil VERB-IMP_infl_rule speile
avtegn VERB-IMP_infl_rule avtegne
snakk VERB-IMP_infl_rule snakke
flytt VERB-IMP_infl_rule flytte
fød VERB-IMP_infl_rule føde
mal VERB-IMP_infl_rule male
drikk VERB-IMP_infl_rule drikke
gasjer VERB-IMP_infl_rule gasjere
gjør VERB-IMP_infl_rule gjøre
forbered VERB-IMP_infl_rule forberede
les VERB-IMP_infl_rule lese
hør VERB-IMP_infl_rule høre
lik VERB-IMP_infl_rule like
vinn VERB-IMP_infl_rule vinne
hevd VERB-IMP_infl_rule hevde
prøv VERB-IMP_infl_rule prøve
klar VERB-IMP_infl_rule klare
fortsett VERB-IMP_infl_rule fortsette
bruk VERB-IMP_infl_rule bruke
forsøk VERB-IMP_infl_rule forsøke
hat VERB-IMP_infl_rule hate
vit VERB-IMP_infl_rule vite
opplev VERB-IMP_infl_rule oppleve
lov VERB-IMP_infl_rule love
nekt VERB-IMP_infl_rule nekte
kast VERB-IMP_infl_rule kaste
server VERB-IMP_infl_rule servere
skriv VERB-IMP_infl_rule skrive
bygg VERB-IMP_infl_rule bygge
anspor VERB-IMP_infl_rule anspore
gi VERB-IMP_infl_rule gi
lag VERB-IMP_infl_rule lage
send VERB-IMP_infl_rule sende
overrekk VERB-IMP_infl_rule overrekke
pålegg VERB-IMP_infl_rule pålegge
vær VERB-IMP_infl_rule være
vær VERB-IMP_infl_rule være
finnes VERB-IMP_infl_rule finnes
lukt VERB-IMP_infl_rule lukte
bli VERB-IMP_infl_rule bli
bli VERB-IMP_infl_rule bli
ha VERB-IMP_infl_rule ha
spis VERB-IMP_infl_rule spise
krek VERB-IMP_infl_rule kreke
eksister VERB-IMP_infl_rule eksistere
avheng VERB-IMP_infl_rule avhenge
lag VERB-IMP_infl_rule lage
vit VERB-IMP_infl_rule vite
hevd VERB-IMP_infl_rule hevde
uttal VERB-IMP_infl_rule uttale
anfør VERB-IMP_infl_rule anføre
skam VERB-IMP_infl_rule skamme
halv VERB-IMP_infl_rule halve
typ VERB-IMP_infl_rule type
hopp VERB-IMP_infl_rule hoppe
vær VERB-IMP_infl_rule være
lat VERB-IMP_infl_rule late
kom VERB-IMP_infl_rule komme
send VERB-IMP_infl_rule sende
rull VERB-IMP_infl_rule rulle
fir VERB-IMP_infl_rule fire
legg VERB-IMP_infl_rule legge
ta VERB-IMP_infl_rule ta
sett VERB-IMP_infl_rule sette
bemektig VERB-IMP_infl_rule bemektige
bemøy VERB-IMP_infl_rule bemøye
kasser VERB-IMP_infl_rule kassere
kasser VERB-IMP_infl_rule kassere
blås VERB-IMP_infl_rule blåse
gasjer VERB-IMP_infl_rule gasjere
prøv VERB-IMP_infl_rule prøve
skrubb VERB-IMP_infl_rule skrubbe
finnes VERB-IMP_infl_rule finnes
kast VERB-IMP_infl_rule kaste
kombiner VERB-IMP_infl_rule kombinere
ram VERB-IMP_infl_rule ramme
moduler VERB-IMP_infl_rule modulere
mal VERB-IMP_infl_rule male
lykkes VERB-IMP_infl_rule lykkes
få VERB-IMP_infl_rule få
vinn VERB-IMP_infl_rule vinne
vinn VERB-IMP_infl_rule vinne
ram VERB-IMP_infl_rule ramme
ram VERB-IMP_infl_rule ramme
si VERB-IMP_infl_rule si
foretrekk VERB-IMP_infl_rule foretrekke
kunn VERB-IMP_infl_rule kunne
min VERB-IMP_infl_rule mine
lengt VERB-IMP_infl_rule lengte
hent VERB-IMP_infl_rule hente
arbeid VERB-IMP_infl_rule arbeide
skriv VERB-IMP_infl_rule skrive
nekt VERB-IMP_infl_rule nekte
heng VERB-IMP_infl_rule henge
kak VERB-IMP_infl_rule kake
ombestem VERB-IMP_infl_rule ombestemme
konstruer VERB-IMP_infl_rule konstruere
bruk VERB-IMP_infl_rule bruke
lov VERB-IMP_infl_rule love
ans VERB-IMP_infl_rule anse
ans VERB-IMP_infl_rule anse
labb VERB-IMP_infl_rule labbe
la VERB-IMP_infl_rule la
skill VERB-IMP_infl_rule skille
digg VERB-IMP_infl_rule digge
sin VERB-IMP_infl_rule sine
vår VERB-IMP_infl_rule våre
smil VERB-IMP_infl_rule smile
livn VERB-IMP_infl_rule livne
stå VERB-IMP_infl_rule stå
gjør VERB-IMP_infl_rule gjøre
klar VERB-IMP_infl_rule klare
ligg VERB-IMP_infl_rule ligge
framstå VERB-IMP_infl_rule framstå
forbered VERB-IMP_infl_rule forberede
åpenbar VERB-IMP_infl_rule åpenbare
fang VERB-IMP_infl_rule fange
bli VERB-IMP_infl_rule bli
trill VERB-IMP_infl_rule trille
samrå VERB-IMP_infl_rule samrå
br VERB-IMP_infl_rule bre
heng VERB-IMP_infl_rule henge
klamre VERB-IMP_infl_rule klamre
spørr VERB-IMP_infl_rule spørre
drikk VERB-IMP_infl_rule drikke
begrav VERB-IMP_infl_rule begrave
ankom VERB-IMP_infl_rule ankomme
nå VERB-IMP_infl_rule nå
