# Date: 2022-04-25, 12:43:47
# Query: #x_ >PRED #y & #x_ >VTYPE #z_
# Running time: 552.87s 
# Treebanks: nob-avis, nob-child, nob-lbk-av, nob-lbk-sa, nob-lbk-tv, nob-ndt-lfg, nob-novel, nob-novel_1, nob-novel_2, nob-novel_3, nob-novel_4, nob-novel_5, nob-novel_6, nob-novel_7, nob-novel_8, nob-novel_9, nob-nrk, nob-sofie
# match types: 10810
# matches: 10458840

#	#y	
# Count	value
33	kalkulere*med
33	avlåse
33	reklamere
33	klippe*til
33	vere
33	finpusse
33	skofte
33	flette*sammen
33	hakke*opp
33	agne
33	kjekke*seg
33	overøse
33	intensivere
33	nominere*til
33	mure*opp
33	skjelve*i
33	forlove*seg*med
33	skylle*vekk
33	innkjøpe
33	plombere
33	spleise
33	drenere
33	nedprioritere
33	frifinne
33	flenge
33	idealisere
33	komprimere
33	dolke
33	avmerke
33	grine*for
33	køye
33	tilbakevise
33	spane
33	oversende
33	sote
33	omstille*seg
33	sjenere*seg
33	skuffe*over
33	forelese
33	klå*på
33	bortsette
33	provosere*frem
33	pikke
33	invalidisere
33	gape*over
33	tilrane*seg
33	filtre*seg
33	nedvurdere
33	slå*som
33	besmitte
33	ville*til livs
33	runde*av
33	forpurre
33	ete*seg
33	oppbygge
32	låse*ut
32	pushe
32	spole*tilbake
32	innlevere
32	flette*inn
32	omskrive
32	festne*seg
32	sludre
32	laste&load*ned
32	privilegere
32	børse
32	veie*seg
32	dunste
32	lovfeste
32	konsumere
32	mosjonere
32	utlove
32	gjenvelge
32	vattere
32	inndele*i
32	hellelegge
32	mæle
32	beslutte*seg*for
32	tegne*inn
32	anrette
32	vitne*for
32	normalisere
32	vone
32	mussere
32	spikre*igjen
32	beile*til
32	rettlede
32	gå*sammen*om
32	surne
32	fullende
32	innskjerpe
32	tidfeste
32	bokføre
32	risse*opp
32	prostituere*seg
32	knabbe
32	tone*ned
32	forbruke
32	preparere
32	operere*bort
31	frottere*seg
31	bebygge
31	unnskylde*seg*for
31	ligge*brakk
31	innskrenke*seg*til
31	sone*for
31	overtrå
31	klippe*bort
31	modifisere
31	lense
31	omforme
31	overanstrenge*seg
31	korrespondere*med
31	falle*bort
31	medta
31	snøre*sammen
31	stramme*opp
31	reklamere*for
31	utlevere*seg
31	rulle*seg*ut
31	nyttiggjøre*seg
31	brygge*opp*til
31	småprate*om
31	tre*i kraft
31	statuere
31	sementere
31	annullere
31	skake*opp
31	bemektige*seg
31	bunte
31	see
31	tape&lose*seg
31	respektere*for
31	snike*seg*til
31	gardere*seg
31	nære*til
31	dramatisere
31	bulke
31	kansellere
31	nenne
31	gå*ut*ifra
31	varetektsfengsle
31	frita*fra
31	øve*mot
31	skattlegge
31	internere
31	nedstamme*fra
31	blinke*ut
31	klippe*opp
31	mistolke
30	tilsnakke
30	utskille
30	utsmykke
30	bero
30	svi*for
30	spe*på
30	meske*seg*med
30	rydde*ut
30	dele*inn
30	forsørge*seg
30	fallere
30	skarre
30	tasle
30	gi*seg-selv
30	fnise*av
30	drifte
30	hope
30	gape*opp
30	gjenforene
30	personifisere
30	nedbryte
30	dælje
30	domfelle
30	kjappe*seg
30	lye
30	sikte*seg*inn*på
30	erte*opp
30	ferske
30	terpe*på
30	hølje
30	innløse
30	utligne
30	utbygge
30	prate*til
30	duse
30	tilbakebetale
30	tyvlåne
30	dynke*i
30	etterleve
30	bestjele
30	tråkle
30	frisere
30	utbytte
30	forpeste
30	ordinere
30	glattbarbere
30	beregne*av
30	utkonkurrere
30	kveile*opp
30	utrangere
30	strippe
30	døde
30	skjemme*seg*ut
30	gafle
30	perforere
30	naske
30	rømme*seg
30	målrette
30	mele
29	nistirre
29	deppe
29	gnåle
29	frukte
29	katalogisere
29	kategorisere
29	dimittere
29	formane*om
29	utskrive*fra
29	blotte*seg
29	stive*av
29	stålsette
29	subsidiere
29	punge*ut
29	gjøre*av
29	skåre
29	junke
29	tilgrise
29	refusere
29	turnere
29	brennemerke
29	underkjenne
29	abdisere
29	spe
29	veve*sammen
29	tuppe
29	ettertrakte
29	mellomlande
29	landsforvise
29	tilrettelegge*for
29	tape
29	studere*til
29	avstemme
29	snekre*sammen
29	brøle*ut
29	områ*seg
29	industrialisere
29	tilkoble
29	identifisere*som
29	avskjerme
29	kauke
29	forgrene*seg
29	kurere*for
29	boikotte
29	jevne*seg*ut
29	økse
29	hermetisere
29	sortere*ut
29	esle
29	maktstjele
29	stikke*oppom
29	gomle*på
29	rasjonere
29	klemme*ut
29	skru*sammen
28	pøse*ned
28	kjøle*seg*ned
28	beskatte
28	klistre*seg
28	snylte*på
28	breie*seg
28	promenere
28	spytte*etter
28	fornye*seg
28	stønne*over
28	vrøvle
28	plukke*seg*i
28	sykemelde*seg
28	tilkjenne
28	lede*inn
28	cruise
28	melde*seg*som
28	gire*opp
28	smuldre*bort
28	børste*seg
28	røske*ut
28	pensle
28	svippe
28	telte
28	betone
28	medisinere
28	rote*bort
28	knatre
28	tyrannisere
28	pose
28	flate*seg*ut
28	utbrodere
28	glimre*med
28	stue*vekk
28	skamme*seg*over
28	føne
28	sulte*seg
28	grunnstøte
28	skremme*fra
28	bringe*på det rene
28	mutere
28	bombardere
28	renovere
28	utpeke*som
28	påse
28	patte
28	skolere
28	guide
28	veie*opp*for
28	skri
28	skjelle*på
28	destruere
28	stue*bort
28	skjemte
28	mure*igjen
28	berte
28	piple*ut
28	trasse
28	ivre*for
28	pille*på
28	moderere
27	lee*på*seg
27	sidestille
27	gre*ut
27	unnskylde*seg*med
27	stiltre*seg
27	rasjonalisere
27	pigge*av
27	strø*om*seg*med
27	formane*til
27	frottere
27	forfryse
27	juble*over
27	underminere
27	bråvende
27	mure*seg*inne
27	plukke*til*seg
27	innstifte
27	belaste*med
27	tre*på*seg
27	bure*inne
27	krone*til
27	mugne
27	klusse*med
27	snuse*opp
27	purre
27	hangle
27	esle*til
27	harve
27	fiksere*på
27	lure*med
27	veide
27	pynte*opp
27	rose*seg*av
27	vinne*på
27	strikke*på
27	sy*inn
27	slutte*opp*om
27	forlike
27	vinke*vekk
27	nedstemme
27	betale*inn
27	tre*tilbake
27	hemmeligholde
27	avdempe
27	unndra
27	lokke*med*på
27	fabrikkere
27	kokettere
27	supplere*med
27	koppe
27	prikke*på
27	forbytte
27	moralisere
27	dømme*om
27	vagle*seg
27	utgå*fra
27	knikse
27	vakte*på
27	rekognosere
27	fingre*på
27	bryne
27	beære*med
27	påskynde
27	urinere
27	lokke&curl*seg
27	bekoste
26	lutre
26	skjerme*fra
26	kringkaste
26	følle
26	treske
26	trette*med
26	hetne
26	engasjere*til
26	kamuflere*seg
26	plugge
26	frekventere
26	pensjonere*seg
26	unnta*fra
26	aksle*seg
26	sikle*etter
26	gamble
26	tenke*til
26	besiktige
26	forvisse*seg*om
26	karikere
26	føyse
26	opponere
26	marinere
26	mørbanke
26	avskrekke
26	hånle
26	skifte*på*seg
26	forfremme*til
26	kontre
26	innskrive
26	bestyrke
26	klargjøre*for
26	argumentere*mot
26	pine*seg
26	sakke*akterut
26	forskåne
26	blokke
26	kladde
26	skrattle
26	hungre
26	begripe*seg*på
26	assortere
26	koble*med
26	kortslutte
26	kreme
26	sneie*borti
26	sanke*sammen
26	smatre
26	dubbe
26	flagre*med
26	premiere
26	permittere
26	avsperre
26	massakrere
26	slange*seg
26	spjelke
26	pukke*på
26	vederfares
26	nødlande
26	forordne
26	øde
26	rade
26	knipse*på
26	drite*ut
26	bryne*seg*på
26	avhjelpe
26	fabulere
26	jukse*med
25	skvulpe*over
25	søle*til
25	stulle
25	dage
25	google
25	utstyre*seg*med
25	rappe*seg
25	klassifisere*som
25	småskjenne
25	sy*fast
25	laste&load*opp
25	fremtre*som
25	sage*ned
25	skjøte
25	desertere
25	projisere
25	utmåle
25	umuliggjøre
25	forfeile
25	smykke*seg*med
25	innbetale
25	rettferdiggjøre*seg
25	vegetere
25	mistenkeliggjøre
25	krone*med
25	lempe*på
25	træ*i
25	melde*seg*inn*i
25	visere
25	gjenforene*med
25	klore*seg*til
25	underkue
25	stoppe&stuff*ut
25	forskåne*for
25	privatisere
25	forvise*fra
25	lesse*på
25	karde
25	snuse*etter
25	rivalisere
25	degge*for
25	make*seg
25	kappløpe
25	hardstampe
25	eskalere
25	suggerere
25	bygge*inn
25	skusle*bort
25	stifte*opp
25	egne&suit*for
25	prisbelønne
25	tøffe*seg
25	sultefôre
25	rifle
25	sikle*på
25	spinke
25	tabbe*seg*ut
25	forblø
25	briljere
25	plaske*ned
25	blande*seg*inn*i
25	blåse*av
25	hekte*sammen
25	oppfatte*seg*som
25	fortørne
25	juble*av
25	synge*inn
25	stoppe&stop*fra
25	koagulere
25	høve
25	frafalle
25	introdusere*i
25	gange*med
25	splitte*opp
25	fole
25	kjederøke
24	bryte*over
24	emballere
24	spikke*på
24	bevisstgjøre
24	drømme*seg*vekk
24	gravere
24	svime
24	automatisere
24	utvinne
24	underordne*seg
24	poppe
24	åke*seg
24	stakke
24	mangedoble
24	vedbli
24	institusjonalisere
24	begunstige
24	drøye*med
24	høste*inn
24	summere*opp
24	demonstrere*mot
24	vaksinere*mot
24	fordrive*fra
24	synge*ut
24	sprute*opp
24	bistå*med
24	påvirke*til
24	knyte*opp
24	barke
24	resitere
24	tråkke*ned
24	somle*med
24	gardere*seg*mot
24	vagle
24	stive*opp
24	lunke
24	bure*inn
24	fravriste
24	promotere
24	krasle
24	parfymere
24	forsømme*seg
24	utøse
24	delegere
24	rause
24	rolle
24	kure
24	fornedre*seg
24	opptre*som
24	målbære
24	emaljere
24	påtreffe
24	knipe*av
24	briste*ut*i
24	utvanne
24	stå#brud
24	akterutseile
24	slarve
24	loppe
24	kullkaste
24	utdø
23	snitte*opp
23	søle*bort
23	tømre
23	sjonglere*med
23	overbelaste
23	effektivisere
23	utsi
23	hale*innpå
23	skandalisere
23	kamme
23	svinne*bort
23	brødfø
23	sakse
23	lafte
23	kolonisere
23	etterlyse*for
23	forglemme
23	skygge*unna
23	falby
23	hive*på*seg
23	tupere
23	havne*med
23	gråmale
23	dupere
23	korte*ned
23	gjerde*inn
23	anløpe
23	omfatte*med
23	slipe*ned
23	bunte*sammen
23	mige
23	utringe
23	bunne
23	slurke
23	livnære*seg
23	innvirke*på
23	utmanøvrere
23	hærta
23	skjele*til
23	sukre
23	restituere
23	knoppe*seg
23	opponere*mot
23	gjenoppbygge
23	ta*seg*betalt
23	trø*på
23	overprøve
23	raffinere
23	ase
23	yste
23	komme&get*seg*igjennom
23	besvangre
23	anfekte
23	plystre*etter
23	ruste*seg*til
23	korke
23	nynne*med
23	illuminere
23	annektere
23	hule*ut
23	avtvinge
23	rekruttere*til
23	belje
23	innsnevre
23	klamre*seg*fast*til
23	intervenere
23	trene*seg*opp
23	råde*med
22	kle*seg*opp
22	forgripe*seg
22	balsamere
22	forhøre*om
22	trette*om
22	hungre*etter
22	klovne
22	posisjonere*seg
22	love*seg
22	tårne*seg
22	mulle
22	bevirke
22	tømme*seg*for
22	renvaske*seg
22	skeie*ut
22	sentrere
22	rekapitulere
22	skambite
22	romantisere
22	kjøpslå
22	sjøsette
22	spekke
22	telegrafere*til
22	ekskludere*fra
22	oversette*fra
22	go
22	know
22	innfelle
22	underholde*seg*med
22	dikke
22	rundjule
22	bekke
22	overtrekke
22	prise*for
22	foroverlene
22	havne*ved
22	gni*bort
22	korrespondere
22	aldre
22	gjøre#nummer*av
22	bisette
22	rukke
22	sjaue
22	demonstrere*for
22	prøvekjøre
22	nedverdige*seg*til
22	stortute
22	barrikadere
22	diskvalifisere
22	flø
22	rubbe
22	nedverdige*seg
22	eksponere*for
22	attrå
22	smugkikke
22	musisere
22	tele
22	bakke*ut
22	stusse*på
22	beruse*seg
22	jatte
22	vinne*seg
22	danke*ut
22	tilbakekalle
22	porsjonere*ut
22	samse
22	friske*på
22	utlede
22	omdanne
22	vise#tegn*til
21	spane*på
21	nøre*opp
21	køe
21	hyppe
21	tyste*på
21	digitalisere
21	serve
21	steppe*inn
21	tale*mot
21	foreslå*som
21	forkjæle
21	temperere
21	utgyte
21	fritere
21	stykke*opp
21	lunsje
21	renskure
21	transplantere
21	brevveksle*med
21	forbryte
21	aktualisere
21	fråtse
21	gnure*mot
21	nedkomme*med
21	sykne*hen
21	forøke
21	tråde
21	klusse
21	innvandre
21	inngyte
21	resirkulere
21	rådslå
21	nullstille
21	bløtgjøre
21	vansmekte
21	flankere
21	innkomme
21	dementere
21	knaske*på
21	verge*mot
21	årsake
21	avkjøle*seg
21	unngjelde*for
21	flyte*sammen
21	omorganisere
21	vrikke*på*seg
21	gjenoppvekke
21	ettergi
21	fullbringe
21	slure
21	klimpre*på
21	omforme*til
21	kvalitetssikre
21	baksnakke
21	svette*ut
21	skjene*ut
21	profittere*på
21	streke*under
21	glore
21	triumfere*over
21	utarte*til
21	ymte*frempå*om
21	kriminalisere
21	egge*til
21	kjøpe*seg*fri
21	høvle
21	urolige
21	gradere
21	innestå*for
21	pudre*seg
21	forgå*av
21	lese*ut
21	eske
21	innsmøre*med
21	komme&get*seg*for
21	konvertere*til
21	bane*for
21	fordype*seg
21	avduke
21	godgjøre*seg
21	vigsle
21	legalisere
21	etterape
21	dølge
21	falle*igjennom
21	konservere
21	innsmøre
21	flotte*seg
21	anholde*om
21	beslå
21	høve*seg
21	reive
21	blive
21	brekke*løs
20	gruppere
20	mysse
20	underernære
20	brunbrenne
20	forkle*seg
20	hudflette
20	skite*i
20	knulle*med
20	støte*opp
20	utruste*med
20	gnukke
20	klisse
20	samarbeide*om
20	mekke*på
20	brenne*inne*med
20	etterstrebe
20	utlade
20	sveive*opp
20	sluttføre
20	duke*for
20	pervertere
20	filosofere*over
20	inkarnere
20	klynge*seg*fast
20	pille*av
20	sadle*på
20	samtykke*i
20	makulere
20	rangle
20	ankre
20	forbeholde*seg
20	tørne*sammen
20	garve
20	rulle*seg*inn*i
20	utpeke*til
20	hamle
20	umyndiggjøre
20	legemliggjøre
20	spesialisere*seg
20	utbe*seg
20	gjøre*etter
20	kappsvømme
20	distansere*seg
20	ettersende
20	skru*i
20	spe*på*med
20	røyke*ut
20	snadre
20	surre*sammen
20	godtgjøre
20	glemme*bort
20	preke*om
20	vedde*om
20	klynge*seg*sammen
20	nymale
20	visualisere
20	fravike
20	spå*om
20	plundre*med
20	innpode
20	teppelegge
20	tjore*fast
20	stase*opp
20	tråkke*opp
20	oppgradere
20	droppe*ut
20	forfine
20	skyggelegge
20	stolpre*på
20	telle*over
20	skave
20	snelle*inn
20	sluntre*unna
19	attestere
19	hengsle
19	lime*opp
19	raske*på
19	markere*seg*som
19	avsløre*seg*som
19	betakke*seg
19	beløpe*seg*til
19	butte*mot
19	tilgodese
19	rime*på
19	forspenne
19	laste&load*inn
19	linjere
19	avspasere
19	planke
19	sadle*av
19	skøyte
19	pøse*ut
19	gjø*seg
19	skafte
19	befordre
19	debutere*som
19	geberde*seg
19	rydde*seg
19	slutte*av
19	rufse*til
19	forbeine
19	snevre*inn
19	forynge
19	smale
19	forlyste*seg*med
19	utånde
19	prompe
19	bore*seg*ned
19	gnage*seg
19	kokettere*med
19	tiltvinge*seg
19	sterilisere
19	iberegne
19	få*i#oppgave
19	desorientere
19	sannsynliggjøre
19	maste
19	steinsette
19	oversitte
19	yppe*seg
19	bortvise
19	kreve*tilbake
19	låse*ned
19	mønstre*av
19	konfirmere*seg
19	smugle*ut
19	hugge*opp
19	jamme
19	avskrive*som
19	bevege*til
19	file*på
19	klappe*av
19	koble*seg*på
19	lykkønske
19	stride*imot
19	slite*ned
19	omklamre
19	dovne*seg
19	erigere
19	stråle*ut
19	billige
19	sammenføye
19	ødsle*med
19	kompromisse
19	sy*seg
19	klaske*sammen
19	flaske*opp
19	skåte
19	tippe*på
19	skufle
19	føye*sammen
19	skorte
19	røyte
19	tute*med
19	fremelske
19	sluse
19	forfalle*til
19	skumlese
19	nedkalle
19	sluntre
19	koble*fra
19	fremby
18	hvitvaske
18	floke
18	forbanne*seg*på
18	selge*ut
18	idest
18	logge*inn
18	implodere
18	knerte
18	traktere*med
18	ringeakte
18	parodiere
18	sondere
18	hemmeligstemple
18	slutte*seg*sammen
18	terpe
18	gjeninnsette
18	plotte*inn
18	forvisse*om
18	gufse
18	kondemnere
18	can
18	sosialisere
18	busse
18	betrygge
18	ivre*etter
18	ominnrede
18	striregne
18	fylle*igjen
18	dore
18	spraye*med
18	avsverge
18	råde*fra
18	bebude
18	knipe*seg
18	utjevne
18	forlate*seg*på
18	fortynne
18	rådspørre
18	søkke*sammen
18	skvalpe*over
18	polarisere
18	sammenflette
18	pumpe*for
18	klaske*til
18	telefonere*til
18	sein
18	fremtvinge
18	gi*vekk
18	knytte*på*seg
18	blottstille*seg
18	forspise*seg
18	haike*med
18	sparkle
18	radbrekke
18	tilbakeføre
18	kry
18	kampere
18	yrke
18	planere
18	kjøpslå*med
18	tilspisse*seg
18	sprite*opp
18	skamklippe
18	oie*seg
18	sprenge*ut
18	armere
17	trykke*seg*i
17	initiere
17	nære*seg*av
17	skanne
17	laste&load*av
17	handfare
17	gnåle*om
17	leave
17	forlyste*seg
17	sammensverge*seg*mot
17	fjolle
17	avspise
17	snaue
17	logge
17	innvarsle
17	rune
17	trygde
17	bokstavere
17	sprøyte*inn
17	dimme
17	fallby
17	likestille*med
17	klipe
17	bøtelegge
17	retusjere
17	lenke*til
17	utsondre
17	korrumpere
17	pigge
17	råkjøre
17	finmale
17	aksjonere
17	kjempe*seg*tilbake
17	innleie
17	selge*unna
17	forsure
17	utdanne*i
17	duke
17	tette*til
17	tilstede
17	knesette
17	kopulere
17	gestalte
17	oppkonstruere
17	flå*av
17	avansere*til
17	sykne
17	kite
17	rake&concern
17	dåre
17	trikse*med
17	stagge*seg
17	beplante
17	jage*unna
17	forkomme
17	overstråle
17	utspionere
17	svinebinde
17	snatre
17	fli*seg
17	kjøle*seg
17	strenge
17	manipulere*med
17	tappe*på
17	forme*seg*etter
17	panele
17	seide
17	kaue
17	lauge*seg
17	flikke*på
17	bøye*unna
17	avspeile*seg
17	tredoble
17	suge*seg*til
17	førtidspensjonere
17	irre
17	tilstoppe
17	forskrive
17	innbinde
17	trikke
17	varsko
17	penetrere
17	komme&get*seg*om
17	respondere*på
17	børsnotere
17	hefte*seg*ved
17	kavle
16	leike
16	foregi
16	jokke
16	tilmåle
16	peke*seg*ut
16	minelegge
16	avsende
16	usynliggjøre
16	vikariere*for
16	rugle
16	uleilige
16	telje
16	stinge
16	friskmelde
16	hanke*inn
16	arge
16	gå#konkurs
16	kikke*seg*omkring
16	avkappe
16	krae
16	misjonere
16	meske
16	mure*inn
16	lydisolere
16	gro*til
16	rundstjele
16	konversere*med
16	jekke*opp
16	forhandle*frem
16	campe
16	gruppere*seg
16	skjøte*på
16	verne*seg*mot
16	kurse
16	sømme
16	gniste
16	mangfoldiggjøre
16	stemme*opp
16	forsøple
16	forvenne
16	klebe*på
16	desillusjonere
16	spore*til
16	klistre*seg*på
16	fremskyte
16	fordunste
16	innsamle
16	sakke*på
16	dehydrere
16	forespørre
16	hovere*over
16	grise*seg*til
16	forskuttere
16	would
16	kramme*sammen
16	livnære*seg*som
16	tegne*seg*på
16	overspille
16	hilde
16	sette#ord*på
16	gjenåpne
16	lenke*seg*fast
16	masseprodusere
16	take
16	omstyrte
16	innlede*med
16	legge*opp*til
16	styrtregne
16	vanhellige
16	skøye
16	forskjellsbehandle
16	renske*for
16	bolte*fast
16	sveise*sammen
16	demoralisere
16	raide
16	sage*opp
16	kute
16	favne*om
16	implementere
16	effektuere
16	veilede*i
16	tinglyse
16	flikke
16	knipe*på
16	kå
16	skvise
16	gjennomarbeide
16	silblø
16	renske*opp
16	showe
16	tilsmusse
16	regjere*over
15	oppskjære
15	etterprøve
15	mislykkes*med
15	landsette
15	strebe*mot
15	flanere
15	etse*seg*inn*i
15	frabe*seg
15	pløye*opp
15	pimpe
15	jodle
15	seigpine
15	skvære*opp
15	nitte
15	veksle*inn
15	opplære
15	utkalle
15	kikke*seg
15	kveile*seg*sammen
15	sammenholde*med
15	sulle
15	etablere*seg*som
15	påskjønne
15	filetere
15	pare*seg
15	avreagere
15	akkumulere
15	rådslå*om
15	tverrsnu
15	svøpe*om
15	kutte*seg
15	innfelle*i
15	sekularisere
15	uføretrygde
15	tilnærme*seg
15	bilegge
15	slemme
15	riste&carve
15	sammenkalle
15	uteske
15	strømme*over
15	helsteke
15	snerpe
15	lide&progress
15	bunnskrape
15	huke*seg*fast
15	taxe
15	spesialisere*seg*i
15	kveile*sammen
15	flaue
15	henspille*på
15	stile*mot
15	knoppe
15	vikle*opp
15	livnære*seg*på
15	kvikke*seg*opp
15	svøpe*inn
15	gjenoppfriske
15	smelle*opp
15	ødsle*bort
15	kontrastere
15	befri*seg*for
15	godte*seg*over
15	avsanne
15	ha#hjerte*til
15	knyte*sammen
15	beke
15	get
15	base
15	borge*for
15	trakke*på
15	komme&get*seg*inn
15	headhunte
15	diskreditere
15	ta#vare*på
15	fjase
15	adsprede
15	formalisere
15	mimre*om
15	tilstå*for
15	psyke*seg*opp
15	siselere
15	rikse
15	ringle*med
15	tørne*inn
15	heise*ned
15	stampe*mot
15	frankere
15	hardne*til
15	klare*opp*i
15	programmere*til
15	konferere
15	lappe*på
15	grase
15	skjefte
15	klone
15	spraye*på
15	fortegne
15	passivisere
15	forherlige
15	animere
15	helde
15	forelese*om
15	belåne
15	klatte
15	fremoverlene
15	takke*ja*til
15	tevle
15	avhende
15	husje
15	komplimentere
15	påhvile
15	skrue*av
15	destillere
15	beskikke
14	pare*med
14	fosskoke
14	klynge*opp
14	klimpre
14	levendegjøre
14	instruere*i
14	kitte
14	svine*til
14	dypfryse
14	forsverge
14	forme*til
14	fradømme
14	inndele
14	etterfylle
14	harme
14	sekundere
14	differensiere
14	sakke*av
14	slite*istykker
14	ekspropriere
14	oppskrape
14	hetse
14	gyte
14	instruere*om
14	smuglese
14	eksemplifisere
14	hevne*seg*for
14	teppe
14	avveie
14	skjelve*på
14	forpakte
14	rikke*på*seg
14	påtale
14	come
14	vinde
14	forherde
14	tjære
14	trenere
14	ha*tung*for
14	tjærebre
14	oute
14	optimalisere
14	klabbe*til
14	kuppe
14	kimse*av
14	logge*seg*på
14	lyse&declare*ut
14	kvittere*ut
14	pilke
14	moderere*seg
14	trutne
14	inkorporere
14	røke*ut
14	lue*opp
14	røre&stir*sammen
14	overrisle
14	hamre*ut
14	ilde
14	vante
14	utebli*fra
14	takse
14	tretne
14	fostre*opp
14	buste*til
14	vrøvle*om
14	filtre*seg*sammen
14	overlesse*med
14	reflektere*på
14	føle*seg*frem*til
14	brunsteke
14	hake*seg*fast*i
14	speede
14	barrikadere*seg
14	skubbe*seg*på
14	ploppe
14	praktisere*som
14	økte
14	ta*til*på
14	minimalisere
14	sammenraske
14	torve
14	overbevise*seg
14	valpe
14	konspirere
14	sko*seg*på
14	kibbe
14	røske*av
14	komme&get*seg*ned
14	inndrive
14	dedikere*til
14	plusse*på
14	ake*seg*frem
14	eksaminere
14	ruse*seg*på
14	klapre*på
14	visitere
14	innfiltre*i
14	dimensjonere
14	luke*bort
14	foranledige
14	defilere
14	abstrahere
14	omadressere
14	utdanne*til
14	anstille
14	krysse*over
14	jamre*seg*over
14	skitne*seg*til
14	kake*seg
14	jakte*etter
14	samkjøre
14	hesje
13	henslepe
13	væpne*seg
13	havne*som
13	innsette*som
13	bjelle
13	gnisle
13	myte
13	tilflyte
13	aksle
13	gnikke*på
13	randomisere
13	feel
13	godskrive
13	late*etter*seg
13	trine
13	stevne*for
13	viderebringe
13	sentrifugere
13	lyske
13	rocke
13	ruste*ut
13	inntegne
13	omvende*til
13	bedekke
13	tilhugge
13	svelte
13	marmorere
13	redefinere
13	avta*i
13	rikosjettere
13	påklage
13	refundere
13	lovsynge
13	funksjonere
13	ironisere
13	delere
13	respondere
13	umake*seg
13	avlure
13	stryke*seg*på
13	voffe
13	skumme*av
13	forvanske
13	indoktrinere
13	snyte*på
13	ispe
13	baske*med
13	forarbeide
13	mekre
13	influere*på
13	menstruere
13	jamre*over
13	blære*seg
13	stå*fjernt
13	lange*inn
13	flytte*frem
13	rykke*ut*med
13	sile*ut
13	henstille*til
13	kroke*seg
13	spile*opp
13	skjolde
13	tromme*sammen
13	betakke*seg*for
13	kompilere
13	oppsamle
13	gjendrive
13	mobilisere*til
13	duellere
13	dolle
13	egne&suit*til
13	bakke*opp
13	spille*opp*til
13	avbalansere
13	forstrekke
13	kverulere
13	ete*på
13	kreditere
13	gullinnfatte
13	svarteliste
13	ajourføre
13	ruse*ut
13	utfri
13	avpasse
13	referere*fra
13	lære&teach*fra*seg
13	rense*opp
13	fordømme*for
13	klunke
13	skålde
13	innkreve
13	tilkaste
13	videresende
13	sammenklistre
13	sulte*ut
13	røske#tak*i
13	bramme
13	storle
13	skjønnmale
13	innrullere
13	prøveskyte
13	rande
13	forlese*seg
13	sokke
13	snerte
13	bre*om*seg
13	formene
13	tulle*seg*bort
13	adle
13	overtrekke*med
13	garne
13	gnage*av
13	klore*seg
13	sette#liv&life*til
13	klinke*med
13	tilkline
12	tvangsfôre
12	supere
12	kurve
12	utheve
12	jabbe
12	trute
12	stane
12	strømme*over*av
12	utferdige
12	ruske*opp*i
12	gasse*seg*i
12	besvære
12	utkommandere
12	sjanse*på
12	tvitre
12	sope*inn
12	yppe
12	bryske*seg
12	brakke
12	rappe*til
12	rake*seg
12	gyse*av
12	bunkre
12	degenerere
12	segregere
12	gryne
12	stase*seg*opp
12	utstøte*fra
12	sammenholde
12	gjennomtråle
12	bekle
12	tyne*ut*av
12	ironisere*over
12	stue*seg*sammen
12	rakle
12	forskusle
12	låse*igjen
12	gjennomsteke
12	tilpasse*etter
12	hive*seg*ut*i
12	mørne
12	renske*ut
12	feilvurdere
12	kræsje*med
12	drøvtygge
12	karve
12	mobbe*for
12	havne*av
12	prestevie
12	overlegge
12	ernære*seg*av
12	døye
12	flambere
12	grense*opp*til
12	reagere*mot
12	fôre*opp
12	joike
12	innstille*mot
12	tredele
12	kjevle*ut
12	nygre
12	flenge*opp
12	soltørke
12	ensrette
12	hauglegge
12	bøte*for
12	tryllebinde
12	malte
12	få*igjennom
12	frikjenne*for
12	sidestille*med
12	pretendere
12	føyse*ut
12	sertifisere
12	overfuse
12	yre*av
12	misoppfatte
12	danske
12	godkjenne*som
12	innsmigre*seg
12	lirke*seg*ut
12	røyne
12	gyve*løs
12	knote
12	forpakte*bort
12	søkke*ned
12	akke*seg
12	dechiffrere
12	heise*seg*ned
12	rekvirere*fra
12	aksjonere*mot
12	sortere*under
12	multiplisere
12	normalisere*seg
12	fuske*i
12	omstøte
12	vanne*ut
12	ferdigbehandle
12	feste*bort
12	grunnfeste
12	smiske*for
12	sele*på
12	forløpe*seg
12	skolere*i
12	rykke*ned
12	annamme
12	årelate
12	besynge
12	meditere*over
12	gjøgle
12	pole
12	svale*seg
12	luke*vekk
12	skjemmes*over
12	speide*på
12	bryne*seg
12	pare*seg*med
12	dinge
12	ploge
12	profesjonalisere
12	oppøve
12	tilligge
12	fabulere*om
12	barbere*vekk
12	overhøvle
12	tilgodese*med
12	klabbe
11	utgrunne
11	forflate
11	løse*inn
11	definere*seg*som
11	imøtese
11	skylle*opp
11	avlede*av
11	tre*av
11	vrikke*med
11	dusje*seg
11	jevne*til
11	underbetale
11	tilkjempe*seg
11	undergå
11	underforstå
11	tove
11	konsolidere
11	stege
11	grope
11	krasje*med
11	fornikle
11	erkjenne*seg
11	sokne*etter
11	tverrstanse
11	tiljuble
11	tyvstarte
11	gjennomlide
11	misligholde
11	felle*inn
11	støve*ned
11	stø
11	journalføre
11	komme&get*seg*ved
11	utrydde*fra
11	undertvinge
