# Date: 2022-04-25, 12:43:47
# Query: #x_ >PRED #y & #x_ >VTYPE #z_
# Running time: 552.87s 
# Treebanks: nob-avis, nob-child, nob-lbk-av, nob-lbk-sa, nob-lbk-tv, nob-ndt-lfg, nob-novel, nob-novel_1, nob-novel_2, nob-novel_3, nob-novel_4, nob-novel_5, nob-novel_6, nob-novel_7, nob-novel_8, nob-novel_9, nob-nrk, nob-sofie
# match types: 10810
# matches: 10458840

#	#y	
# Count	value
384	ta*fatt
383	hvile*seg
383	forene
382	ta#liv&life*av
381	bære&move
380	råtne
379	montere
379	klemme*seg
379	fukte
379	bekjempe
378	sitte*på
378	bestå*i
377	fortære
377	forelske*seg*i
376	beskytte*seg
376	etterlyse
376	sanse
376	danne*seg
376	bære*seg
375	vokse*frem
374	fremføre
374	gi*bort
374	heie
374	sno*seg
373	sikre*seg
373	kneppe
373	utveksle
372	advare*mot
371	befri
371	narre
371	betro*seg*til
371	fordra
371	blande*med
370	samarbeide*med
370	pynte*seg
370	plaske
370	prøve*seg*på
369	utgi
369	adoptere
369	sprake
368	samtykke
368	gå*igjen
368	foreligge
368	pisse
367	klukke
367	romstere
367	trekke*på*seg
367	stede
367	slåss*med
367	kombinere
366	gry
366	skille*seg*ut
366	trenge*inn*i
366	skule
366	krone
366	skrelle
365	rekke&reach*ut
364	fikle*med
363	si*ifra
363	yte
363	ri*på
362	feste*seg
362	se*bort*fra
362	splitte
362	misbruke
362	skjelne
362	suge*på
361	gå*for*seg
361	skrue
361	håne
361	pålegge
361	informere
361	stenge*ute
360	sirkle
360	hylle
360	kjefte
360	brekke*seg
360	legge*om
359	skurre
359	ære
359	bomme
358	trygle
358	visne
357	komme&get*seg*til
357	omslutte
357	famle*etter
357	glane
357	føle*seg*i
357	stikke*innom
356	plukke*ut
356	vinke*på
356	vake
355	stå*for
355	lukke*igjen
355	sprette*opp
355	smyge
355	knulle
354	spare*på
354	sortere
354	sette*i
353	vedta
353	bruke#tid*på
353	snike
353	kave
353	skreve
352	trenge*gjennom
352	tappe
351	slippe*til
350	bråstanse
350	utlevere
350	bringe*med*seg
349	bidra*med
349	råde*til
349	snurre*rundt
349	nøle*med
348	skyve*bort
348	skygge
348	ulme
348	klype
348	sitere
347	forutse
347	lange*ut
347	saktne
346	heve*seg
346	grue*seg
346	være*opp*til
346	klarne
346	forvri
345	slynge
345	rette*opp
345	snappe
345	føye*til
344	filme
344	uttrykke*seg
344	sildre
344	stritte
343	få*ned
343	fjerne*seg
343	prioritere
342	se*seg*om*etter
342	frata
342	drikke*seg
341	manøvrere
341	dale
341	jakte
341	fylle*opp
340	våkne*opp
340	gi#slipp*på
340	dy*seg
339	beordre
339	reise&travel*bort
339	forsyne*seg*med
339	omgås
338	skrive*ut
338	barbere*seg
338	fekte
338	svimle
337	reflektere
337	vrenge*av*seg
336	etterfølge
335	innbille
335	undervise
335	ha#rett&right*i
335	løe
334	undre*på
334	få*tilbake
334	flå
334	tilsi
334	forråde
334	beskrive*som
333	låne&borrow*av
333	sørge*over
333	lystre
333	gjelde*for
333	forvandle
333	kortklippe
333	beskylde*for
333	skryte
333	fornye
331	henge*ved
331	bedøve
330	lønne*seg
330	henge*seg
330	oppføre
330	sole*seg
329	pirre
329	tasse
328	bygge*seg*opp
328	humpe
328	angi
328	mørke
327	være*i gang
326	bruke*opp
326	klapre
326	vanke
326	rave
326	pakke*sammen
325	speile
325	krølle*seg*sammen
325	skylde*på
324	ty*til
324	jakte*på
324	overvåke
324	føre*med*seg
323	åle*seg
323	rane
323	mine
323	ivareta
323	satse
323	lære&learn*om
323	konsentrere
323	vri*om
322	se#pro*til
322	forberede*seg
322	monne
322	skubbe
321	brase
321	meddele
321	spekulere*på
321	ha*lett*for
321	stange
320	bevæpne
320	forandre*på
320	fryde*seg
320	forstå*seg*på
319	utstråle
319	falle&seem
319	forkjøle
319	skjerme
318	treffe*på
318	underholde
317	drive*på
317	tanke
317	forutsette
317	drøye
317	lindre
315	dirigere
315	legge#skjul*på
315	avta
315	uroe
314	lure*seg
314	rive*med
313	utvikle*seg*til
312	fomle*med
311	knegge
311	gløtte*på
310	fiske*opp
310	utstyre*med
310	snuse*på
310	spare*for
310	svirre
310	spå
309	seire
309	komme*i forkjøpet
308	starte*opp
308	mislykkes
308	irettesette
308	tale*om
307	slå*sammen
307	kjennes*som
307	flekke
306	stenge*inne
306	stå*i
306	lesse
306	legge#vekt*på
306	øse
306	skjære*opp
305	roe
305	klikke
304	omtale*som
304	ta*i
304	føye
304	fremstå
304	ergre
303	stelle*seg
303	prestere
303	flamme
303	krible
303	lukte*på
303	harke
303	farte
303	skravle
303	havne*på
302	krympe
302	fortøye
302	gresse
302	banke*opp
302	få*fatt*i
302	gjengi
302	kaste*seg*ned
301	glane*på
301	fomle
301	velge*ut
301	slippe*fri
301	berømme
301	murre
300	forkaste
300	bla*gjennom
299	anlegge
299	vitne*om
299	rive*ut
298	gale
298	sutre
298	avhenge*av
297	smerte
297	tjene*til
297	bene
297	forlenge
296	forhekse
296	konstruere
295	skjerpe
295	illustrere
295	pusse*opp
295	tilbe
294	avansere
294	drikke*opp
294	fordrive
294	kjenne*seg*igjen
293	innrede
293	praktisere
293	forbedre
292	vitne
292	kime
292	tviholde*på
292	avlyse
291	publisere
291	sperre*inne
291	vedvare
291	skildre
289	sminke
289	størkne
288	varme*opp
288	brodere
287	huske&remember
287	fordreie
287	treffe*igjen
287	stampe
286	leie*ut
286	luke
286	hjemsøke
286	sine
286	krangle*om
285	gruble*over
285	skille*mellom
285	prise
285	få*vekk
284	tiltrekke*seg
283	henvise*til
283	søke*etter
283	lette*på
283	dykke
283	ha*til hensikt
283	surkle
282	synde
282	kvitre
282	binde*sammen
281	hilse*fra
281	rote&root*seg
281	glippe*med
280	rage
280	messe
280	suge*til*seg
280	åpne*seg*for
280	bedømme
280	finansiere
280	skjene
279	imøtekomme
279	deise
279	argumentere
279	score
279	trygle*om
279	stjele*fra
278	fortrekke
278	bedrive
278	brette*opp
278	skygge*for
278	tvinge*frem
278	logre
278	si*til
277	spa
277	gjøre*i stand
277	flamme*opp
277	forestille
277	gjalle
277	signere
277	klistre*seg*til
276	pløye
276	gråte*av
276	bre
276	klandre
276	falle*på#kne
276	få*av*seg
275	avløse
275	frelse
274	falle*av
274	gå*i#oppløsning
274	snøre*seg*sammen
274	få*for*seg
273	formane
273	takke*nei
273	fantasere
273	kneppe*opp
273	kunne*være
273	bleke
272	svinne
272	øyne
272	oppheve
271	grunnlegge
271	gestikulere
271	vagge
270	kvelde
270	lade
270	strømme*inn
270	oppleve*som
269	utrydde
269	avgi
269	avhøre
269	pakke*ut
268	etterforske
268	mumle*om
268	roe*ned
268	resultere*i
268	belønne
267	kalle*på
267	smalne
267	investere*i
267	undervurdere
267	nære
267	væpne
266	heise*seg*opp
266	dokumentere
266	bane*seg
266	fylle*ut
265	te*seg
265	skutte*seg
265	gå*i gang
265	heise*opp
265	virre
265	distrahere
264	krangle*med
264	favne
264	lege
264	fornekte
264	bearbeide
263	amme
262	skule*på
262	gispe*etter
262	forgifte
262	utvise
261	informere*om
261	krumme
261	fange*inn
261	falle*om
261	smatte
260	forbinde
260	unne*seg
260	ta&touch*om
260	trekke*tilbake
260	rive*til*seg
259	halve
259	forebygge
258	utslette
258	sikle
258	speide*etter
258	vide*seg*ut
258	glatte
258	hygge*seg
258	tøye
257	hisse*seg*opp
257	stå*nær
257	gjenoppta
257	dekorere
257	fengsle
256	ta*for gitt
256	tøyse
256	rynke*på
256	kjøpe*av
256	skrive*seg
256	klage*på
255	spire
255	hjelpe*til*med
255	verdsette
255	løsne*på
255	innskyte
254	fyre
254	skimre
254	trekke*seg*sammen
254	oppmuntre*til
254	låte
253	vende*seg*bort
253	bekjenne
253	skake
253	ende*opp*med
252	utbre
252	holde*fast*ved
252	realisere
252	skyte*inn
252	korrigere
252	hvirvle
251	forsørge
251	vike*for
251	rappe
251	utebli
251	rinne
251	sige*ned
250	liste
250	pirke*i
250	mykne
250	temme
250	varme*seg
249	vaie
249	nekte*for
249	krumme*seg
249	dikte*opp
249	lenke
249	kjede
249	mobbe
248	korse*seg
248	klebe
248	lute
248	legge*ut*på
247	konfrontere*med
247	rulle*ned
247	ture
247	ta#sjanse*på
247	geleide
247	strekke*til
247	krøke*seg*sammen
247	kline
246	ransake
246	vokte*på
246	støkke
246	kjemme
246	skulke
246	bortse*fra
246	påkalle
245	dvele*ved
245	hente*inn
245	toge
245	dumme*ut
245	lese*opp
245	ta*seg*inn
244	begrunne
244	skrangle
244	rase*sammen
244	kunngjøre
244	duppe
244	kopiere
244	fundere*på
244	godkjenne
244	renne*ut
243	støte*mot
243	konversere
243	koste&-POBJcost
243	lete*frem
243	skyve*unna
242	mase*om
242	bære*frem
242	flerre
242	trekke*av*seg
242	gi*ut
242	hevne*seg
241	vrake
241	sky
241	notere*seg
241	utdype
240	deprimere
240	ta*seg*frem
240	fri*fra
240	omgå
240	kidnappe
239	frembringe
239	overgi*seg
239	utarbeide
239	bortføre
239	utstyre
239	trå*på
238	isne
238	pågripe
238	innlegge
238	rikke*seg
238	greie*seg
238	trå*frem
238	dvele
238	forsømme
238	drønne
237	beseire
237	tilintetgjøre
237	befale
237	skråne
237	fiske*frem
237	føle*på
237	kverne
237	bombe
236	frigjøre
236	påvise
236	oppspore
236	innfinne*seg
236	klamre*seg*fast
236	lansere
236	gratulere*med
236	rive*av*seg
235	løse*opp
235	spøke*med
235	bite*i*seg
235	mane*frem
235	skjemme
235	uniformere
235	annonsere
235	synge*om
235	time
234	skifte*ut
234	tilpasse*seg
234	knappe
234	ruse
234	summe*seg
233	erstatte*med
233	mase*på
233	virke&influence*på
233	tjene*på
233	anerkjenne
233	mobilisere
233	sette*på*seg
233	grunne&shallow
233	returnere
233	starte*med
233	fordre
232	bløffe
232	sitte*ned
232	trenge*seg*på
232	skride
232	kjøre*på
232	frustrere
232	krølle*sammen
232	skjære*av
232	splintre
232	oppholde
232	sanke
231	bite*av
231	delta*på
231	trone
231	funkle
231	blande*i
231	skjenne*på
230	blåse*opp
230	hevne
230	trenge*til
230	komme&get*seg*i
230	duge
229	slynge*seg
229	regulere
229	anvende
229	spekulere
229	få*bort
228	fortone*seg*som
228	nå*igjen
228	spionere*på
228	blusse*opp
228	gå*seg
228	arbeide*seg
228	skakke*på
228	gråte*over
227	samle*inn
227	stimulere
227	tillegge
227	skure
227	skåne
227	inspisere
227	ferdes
227	okkupere
226	tilta
226	betjene
226	spidde
226	vike*unna
226	melke
226	stifte
225	møblere
225	skråle
225	utstrekke
225	brenne*opp
225	sende*inn
224	huke*seg*ned
224	pulsere
224	puffe
224	avle
224	holde*opp*med
224	innkalle*til
224	plyndre
224	bukte*seg
224	henrette
223	tømme*for
223	gravlegge
223	skape*seg
223	flykte*til
223	træ
223	snøvle
223	brenne*ned
223	utvide*seg
223	trive
223	blåse*på
222	sadle
222	feste*seg*ved
222	kommunisere
222	gråte*for
222	dekke*til
221	kjæle*med
221	folde*ut
221	samle*opp
221	snakke*ut
221	forplante*seg
221	hoie
221	spytte*på
221	finne*tilbake*til
221	bidra
220	engste*seg
220	rotere
220	svartne
220	legge*på*seg
220	spandere*på
219	tone
219	vrinske
219	fastsette
219	ånde
218	daske
218	demre
218	konkludere
217	lyve*om
217	fokusere
217	kartlegge
217	forgylle
217	kveppe
217	tette
217	ledsage
217	mette
216	snappe*etter
216	die
216	hinke
216	oppsummere
216	forsone
216	faste
215	ha#greie*på
215	bestemme*seg*til
215	avverge
214	stenge*for
214	mørklegge
214	hale*opp
214	kamuflere
214	avfeie
214	bryte*ned
214	røkke
213	stikke*i
213	skjønne*seg*på
213	bytte*ut
213	stirre*etter
213	gulne
212	justere
212	vedgå
212	hagle
212	nyse
212	skrubbe
212	slipe
212	pirke
212	oppfordre
212	padle
212	øve*seg*på
211	forvandle*seg*til
211	inngå*i
211	forhøre
211	fordøye
211	beklage*seg
211	lykkes*med
211	forløse
211	sminke*seg
211	spikre
210	trette
210	tvinge*seg
210	presse*frem
210	avklare
210	ramse*opp
210	føre*inn
210	gurgle
210	presisere
209	gjeste
209	beta
209	fastholde
209	punktere
209	pådra*seg
209	få*i gang
209	barbere
208	regjere
208	anslå
208	isolere
208	vrenge*seg
207	late*seg
207	utøve
206	søke*om
206	dreie*på
206	hypnotisere
206	spenne*seg
206	overlevere
206	hysje
206	knyte
206	strutte
206	skramle
206	vende*på
205	avlede
205	kneise
205	varsle*om
205	jogge
205	kikke*seg*rundt
205	glemme*seg
204	syde
204	være*i gang*med
204	regne&calc*ut
204	sone
204	sage
204	avvæpne
204	flokke*seg
204	skrue*på
204	kue
203	ytre
203	stue
203	kjefte*på
202	slå*inn
202	slikke*på
202	jage*bort
202	redde*seg
202	mense
202	torturere
202	måle*seg*med
201	tegne*seg
201	hemme
201	beite
201	rulle*opp
201	tørre
201	hisse*opp
201	fundere
201	fôre*med
201	rykke*ut
201	stå*over
200	pryde
200	rape
200	utspille*seg
200	appellere*til
200	smekke
200	gjenopprette
200	more*seg*over
200	kna
199	fortsette*på
199	pule
199	fleipe
199	laste&blame
199	si*imot
199	velge*seg
199	lugge
199	stave
199	eksplodere*i
198	beve
198	skue
198	overrekke
198	rydde*av
198	skyte*frem
197	snøre
197	snuble*over
197	stå*seg
197	sivilisere
197	dra*med
196	disse
196	sveive
196	tviholde
196	smugle
196	henrykke
196	kollidere*med
195	fryde*seg*over
195	piple
195	forarge
195	stagge
194	minke
194	slåss*om
194	bite*på
194	forsere
194	jukse
194	holde*ut
193	utbetale
193	jamre*seg
193	steile
193	tolke*som
193	gjøre*om*til
193	spille*inn
193	kappe
193	si*opp
193	dra*på*seg
193	innblande*i
193	blinde
193	lytte*på
193	forsyne
192	ruste
192	volde
192	bre*over
192	se*opp*til
192	utsette*seg*for
192	invadere
192	stålsette*seg
192	grave*ned
192	entre
192	forvisse*seg
192	fortone*seg
192	krafse
191	snekre
191	reise&travel*rundt
191	forvalte
191	ha*vond*for
191	tre*frem
191	slumre
191	skade*seg
190	gjette*seg*til
190	unnvære
190	stekke
190	egne&suit*seg
190	egge
190	kry*av
190	svinse
189	spørre*seg
189	uttale*seg
189	stemple
189	røre&move
189	bable
189	røre&move*på
189	konkurrere
189	søke*på
189	renske
189	manipulere
189	forveksle*med
188	fike*til
188	konkludere*med
188	gjenspeile
187	bekymre*seg*om
187	komme&fetch*etter
187	korte
187	belyse
187	tilberede
187	kurere
187	røske
187	plukke*av
186	flørte*med
186	stå*ved
186	motivere
186	spørre*ut
186	snuse*inn
186	forstumme
186	smelle*i
186	puste*inn
186	duge*til
186	måke
185	orientere*seg
185	hevne*seg*på
185	integrere
185	vedde
185	fordufte
185	ekspedere
184	dytte*til
184	bikke
184	skru*opp
184	forgude
184	stå*imot
184	rope*opp
184	tilføre
183	krydre
183	fantasere*om
183	skjelle
183	etterligne
183	verne
183	innfri
183	fri*til
183	slite*med
183	smadre
181	forsegle
181	småprate
181	kjennetegne
181	støvsuge
181	oppfinne
181	vettskremme
181	sope
181	grave*frem
180	forløpe
180	anse*for
180	nedverdige
180	overgi
180	gjennomleve
180	blottlegge
180	forutsi
180	hente*ut
180	øve*seg
180	hengi*seg*til
180	legge*vekk
179	glatte*ut
179	ake
179	klaske
179	grunne&found
179	innvie
179	pensjonere
178	beine
178	bosette*seg
178	halvsove
178	høre*med
178	administrere
177	disponere
177	båre
177	arve*etter
177	orientere
177	vippe*på
177	redegjøre*for
177	fullbyrde
177	hvelve
177	falle*på
177	grave*opp
176	gjenoppleve
176	skrike*opp
175	plukke*på
175	skvette&jump
175	akte*seg
175	tilbakelegge
175	kose
174	kvie*seg*for
174	rulle*sammen
174	døyve
174	strande
174	rope*ut
174	mildne
174	utfylle
174	føles*som
174	anstrenge
174	inhalere
174	raspe
173	ose
173	trø
173	repetere
173	piple*frem
173	skjære*ut
173	ha-oblig
172	avlive
172	skåle*med
172	re*opp
172	ramme*inn
172	unnta
172	gruble*på
172	sige*sammen
172	oppløfte
172	skrive*opp
172	sitte*i
172	melde*fra
172	forstørre
172	hvitne
171	taue
171	trekke*seg*fra
171	dele*opp
171	skrifte
171	prøve*ut
171	rote*til
171	gnisse
171	undervise*i
171	rope*etter
170	eime
170	stikke*ned
170	interrog
170	sprøyte
170	kose*seg*med
170	hysje*på
170	saumfare
169	utdanne
169	forelske*seg
169	se*seg*for
169	belaste
169	stoppe&mend
169	jumpe
169	knele*ned
169	kaste*av*seg
169	somle
169	slå*seg*til ro*med
169	arte*seg
168	stenge*seg*inne
168	behage
168	gneldre
168	make
168	risle
168	føre*seg
167	gripe*til
167	besinne*seg
167	pusle
167	håndhilse*på
167	vedkomme
167	fremholde
167	forsyne*med
167	synes&think*om
167	tolerere
167	pludre
166	våke
166	slurpe
166	lose
166	sømme*seg
166	utforme
166	driste*seg*til
166	nage
166	spurte
166	bedyre
165	angre*seg
165	forbeholde
165	trenge*seg*frem
165	ise
164	sprenge*seg
164	omvende
164	introdusere
164	trampe*på
164	skyte*seg
164	besitte
164	innrette
163	installere
163	reke
163	slamre
163	bandasjere
163	erindre
163	melde*seg*på
163	ta*inn*på
162	stabbe
162	befri*fra
162	kapre
162	misbillige
162	rakne
162	tære*på
162	bestige
162	hente*seg
162	puste*på
162	anbringe
162	snappe*opp
161	underlegge
161	bytte*ut*med
161	bende
161	ese
161	bringe*inn
161	labbe
161	kjerne
161	skjenne
161	vedkjenne*seg
161	skrive*under
161	iføre*seg
160	hytte
160	forsone*seg*med
160	reflektere*over
160	formilde
160	hamre*på
160	kakle
160	helle*i*seg
160	tilstøte
160	frykte*for
160	innblande
160	ha#tak*i
159	mjaue
159	famle*seg*frem
159	grave*seg*ned
159	sløve
159	hekle
159	minske
158	brøyte
158	tine
158	dekke*seg
158	hoppe*av
158	presse*til
158	blokkere
158	fornedre
157	innvie*i
157	innkalle
157	pruste
157	pakke*ned
157	flørte
157	lire*av*seg
157	benytte*til
157	støpe
157	komme*i#møte
157	sveipe
157	kjøre*opp
157	tilegne*seg
157	sløre
156	gjemme*seg*for
156	stikke*med
156	straffe*for
156	referere
156	bore*seg*inn*i
156	samle*seg*om
156	ha*for#vane
155	skvulpe
155	resignere
155	oppdatere
154	karakterisere
154	føle*med
154	fortrylle
154	sette*seg*inn*i
154	skifte*på
154	lemleste
154	skalle
154	skjerpe*seg
154	henge*fra*seg
153	knappe*opp
153	improvisere
153	jage*vekk
153	avfyre
153	kjøpe*inn
152	pakke*opp
152	kollapse
152	huie
152	terge
152	trå*inn
152	pønske*på
152	ha*det*som
151	gifte*bort
151	vrimle*av
151	slurpe*i*seg
151	rekke&reach*opp
151	bifalle
151	fjerne*seg*fra
151	trekke*seg*unna
151	avsette
151	konkurrere*med
151	tjene*som
151	presentere*seg*som
151	replisere
151	legge*på#sprang
150	overskride
150	forme*seg
150	forhøre*seg
150	ergre*seg*over
150	unnfange
150	sette*etter
150	forflytte*seg
150	forenkle
150	dandere
150	protestere*mot
150	røpe*seg
150	blankpusse
150	lure*til
150	pendle
150	lokke&lure*frem
150	brune
149	innvilge
149	huke
149	fråde
149	tappe*for
149	offentliggjøre
148	snyte
148	skrumpe*inn
148	engasjere*seg*i
148	skvalpe
148	kvikne*til
148	rødmale
148	vinne*i
148	engste*seg*for
147	glatte*på
147	rispe
147	forville*seg
147	konfirmere
147	rettferdiggjøre
147	fortape*seg*i
147	forlange*av
147	klappe*sammen
147	skjemme*bort
147	stimle*sammen
147	avvente
147	bebo
147	gjennombore
147	verge*seg
146	forfalle
146	plire
146	tre*inn*i
146	trekke*av
146	kløve
146	preke
146	motarbeide
145	takke*ja
145	sette*i gang*med
145	gjenlyde
145	parere
145	forplikte
145	innrette*seg
145	slå*igjen
144	gå*seg*bort
144	gå*over*til
144	ta*mot
144	heve*seg*over
144	grue*seg*for
144	henlegge
144	spyle
144	gni*på
144	fordype*seg*i
144	føye*seg
144	rykke*opp
144	presse*inn
144	iverksette
143	reagere*med
143	se*an
143	duppe*av
143	innhylle*i
143	rengjøre
143	snegle*seg
143	gli*over*i
143	forurette
143	lokalisere
143	kjøre*ned
142	forurense
142	kverke
142	regne*som
142	stramme*seg*opp
142	rumle
142	loffe
142	avstå
141	grille
141	tildekke
141	knytte*sammen
141	forlokke
141	risse*inn
141	forberede*på
140	avvikle
140	investere
140	riste&roast
140	matte
140	trollbinde
140	sprike*med
140	nedsette
140	istemme
140	støtte*opp
139	myldre
139	rokke
139	betegne
139	gjemme*på
139	mukke
139	oppkalle*etter
139	føre*opp
139	spotte
139	transportere
139	henge*i
139	bortforklare
139	trykke*inn
139	kvalifisere
139	sveipe*over
139	avlevere
138	skysse
138	flire*av
138	gnage*på
138	forære
138	låse*inn
138	belære
138	fade
138	hugge*ned
138	hope*seg*opp
138	beslaglegge
138	låre
138	lunte
138	rasere
138	gjenskape
137	rote*seg*bort
137	dytte*opp
137	skumre
137	hyre
137	fortvile
137	underskrive
137	trekke&draught
137	geipe
137	fornøye
137	renne*over
137	skjenke*opp
137	forsove*seg
137	frede
136	tyte
136	ordlegge*seg
136	tukte
136	ettersøke
136	forske*på
136	lære&teach*opp
136	røve
136	tindre
136	imitere
135	dra*ned
135	bistå
135	henge*med
135	betinge
135	løslate
135	konfrontere
135	forhaste*seg
135	avbilde
135	herse*med
135	rive*istykker
135	væte
135	undergrave
135	overbringe
134	sprudle
134	trafikkere
134	befolke
134	krige
134	slå*an
134	jobbe*med
134	løse*seg
134	endevende
134	dette*ned
134	referere*til
134	håndhilse
133	klukkle
133	nagle
133	smi
133	krenge
133	vedrøre
133	denge
133	gjete
133	overholde
133	vekke*opp
133	paralysere
133	lykkes*i
133	larme
133	rydde*bort
132	skille*ut
132	reservere
132	rette*ut
132	omgi*seg*med
132	samtale
132	pugge
132	hellige
132	forkle
132	høre*med*til
132	forankre
132	smuldre
132	underrette
132	klippe*av
132	berøre*med
131	få*rede*på
131	bringe*på#bane
131	svinge*av
131	putre
131	gråne
131	uttale*seg*om
131	spionere
131	slepe*på
131	modne
131	velge*til
131	vegre*seg
131	importere
131	svime*av
130	buksere
130	oppsette
130	kommunisere*med
130	verge
130	berøve
130	skissere
130	overskygge
129	furte
129	innby*til
129	evakuere
129	lue
129	komponere
129	betenke*seg
129	telle*opp
129	yre
129	utelate
129	instruere
128	synge*med
128	skjelne*fra
128	spankulere
128	polere
128	skipe
128	berette
128	spytte*i
128	single
128	stokke
128	muntre*opp
128	skjegge
128	forbrenne
128	grense*til
128	beskjeftige*seg*med
128	overgi*seg*til
128	leve*opp
128	avtegne*seg
127	lide&suffer*for
127	vrikke
127	posere
127	bukte
127	skratte
127	stemme*på
127	svøpe
127	skylle*ned
127	føle*seg*frem
127	avkrefte
127	lakkere
127	avfinne*seg*med
127	perle
127	gå*i gang*med
127	fremlegge
127	oversette*til
126	tyne
126	tie*om
126	sverme
126	strømme*ut*av
126	kave*seg
126	glatte*over
126	bile
126	frigjøre*seg*fra
126	fjetre
126	kollidere
126	kle*på
126	hive*på
126	drømme*seg*bort
126	assistere
126	lite*på
125	stride*mot
125	rå
125	vingle
125	forhandle
125	underkaste*seg
125	befri*for
125	virre*med
125	forlise
125	kvesse
125	kakke
124	identifisere*seg*med
124	omsette
124	påbegynne
124	slanke*seg
124	bakse
124	taste
124	herje*med
124	tenne*opp
124	synse
124	rulle*ut
124	arbeide*med
124	nynne*på
124	pelle
124	oversvømme
124	stønne*av
124	irritere*seg*over
124	skrense
123	utnevne*til
123	egne&suit*seg*til
123	overvære
123	dope
123	kurre
123	kravle*seg
123	smøre*inn
123	stive
123	tukle*med
123	snyte*seg
122	diktere
122	reise&raise*opp
122	slite*ut
122	bomme*på
122	opparbeide
122	rasle*med
122	spolere
122	forhøre*seg*om
121	nøde
121	kaldsvette
121	skrumpe
121	gjenkalle
121	stripe
121	lønne
121	flate*ut
121	halse
121	støve
121	rikke
121	smøre*på
121	gå*tilbake
121	type
120	datere
120	segne*om
120	adressere
120	oppta*i
120	gå*for
120	blidgjøre
120	klargjøre
120	omgjøre*til
120	utholde
120	brenne*av
119	presse*ut
119	brygge
119	tirre
119	dempe*seg
119	tenke*ut
119	sole
119	trøste*seg*med
119	fremsi
119	bugne
119	samtale*med
118	lage*til
118	søkke
118	anke
118	vimse
118	rette*seg*etter
118	krøke*seg
118	slite*seg*ut
118	utdele
118	sette*igjen
118	spikke
117	klore*seg*fast
117	dugge
117	mose
117	styre*med
117	etterkomme
117	rydde*vekk
117	vinne*over
117	pille
117	tatovere
117	fyre*av
117	utstede
117	motsette*seg
117	rekonstruere
117	tromme*mot
117	bestikke
117	kruse
117	vifte*vekk
116	gjennomtenke
116	fordampe
116	rulle*på
116	stemme*i
116	overøse*med
116	herske*over
116	utpeke
116	kødde
116	ose*av
116	gulpe
116	prisgi
116	grunne&ponder*på
116	sake
116	nuppe
116	fremsette
116	ebbe*ut
116	dingle*med
115	åpne*opp
115	egne&bait
115	matche
115	utfolde*seg
115	tigge*om
115	taste*inn
115	tøyle
115	poste
115	holde*ut*med
115	forspille
115	skjele
115	fire*ned
115	stå*fast
115	hikke
115	svale
114	klandre*for
114	forplikte*til
114	binde*opp
114	løfte*ut
114	komme*i gang*med
114	onanere
114	hedre
114	kyle
114	bli*noe av
114	slingre
114	herme*etter
114	forberede*seg*til
114	trylle*frem
114	amputere
114	sette*fast
114	endre*på
114	tulle*med
114	etse
114	kjølne
114	sprade
113	stille*opp*for
113	bråbremse
113	presse*ned
113	gjemme*bort
113	avskaffe
113	plapre
113	utfordre*til
113	engasjere*seg
112	spjære
112	dale*ned
112	avholde
112	avskrive
112	verdige
112	smekke*igjen
112	bevilge
111	kle*seg*ut
111	hale*ut
111	skitne*til
111	si*seg-selv
111	innstille*på
111	breste
111	klumpe*seg
111	verge*seg*mot
111	prange
111	oppvarte
111	hovne*opp
111	våke*over
111	avgrense
111	latterliggjøre
111	opphøye
111	stilne*av
110	avse
110	forsmå
110	slikke*av
110	bue
110	pønske*ut
110	underslå
110	hanskes*med
110	skjøtte
110	oppdrive
109	lyste
109	ribbe
109	forstille*seg
109	gaule
109	snu*på hodet
109	stable*opp
109	smelte*sammen
109	avrunde
109	pusle*med
109	vippe*opp
108	korsfeste
108	klappe*igjen
108	rådføre*seg*med
108	virkeliggjøre
108	lete*seg*frem
108	formere*seg
108	vedlikeholde
108	oppfange
108	komme*til gode
108	tilknytte
108	stige*av
108	tilkomme
108	berette*om
108	stikke*inn
108	ligge*til grunn
108	melde*om
108	korslegge
108	forene*med
108	grade
108	snitte
107	herde
107	folde*sammen
107	unnvike
107	applaudere
106	plane
106	forkulle
106	skli*ned
106	tilsende
106	hefte&delay
106	ljome
106	braute
106	stride
106	pare
105	sanse*seg
105	fremme*for
105	avkjøle
105	omslynge
105	basere*seg*på
105	kaste*på*seg
105	utkjempe
105	poengtere
105	haike
105	kondolere
105	skreddersy
104	kruse*seg
104	indikere
104	innprente
104	bøte
104	tøve
104	drukne*seg
104	dulte*borti
104	eliminere
104	losse
104	tørne
104	regne&calc*seg
104	vende*om
104	utstoppe
104	snurpe*sammen
103	spenne*på*seg
103	kro*seg
103	letne
103	sette*bort
103	betenke
103	oppløse*seg
103	telle*på
103	olje
103	steine
103	forfriske
103	trylle
103	kommandere*til
103	dekke*på
103	ruinere
103	komme&get*seg*over
103	karre*seg
103	rokke*ved
103	bokse
102	myse*på
102	tipse
102	bryte*løs
102	fryse*fast
102	bite*seg*fast
102	gjenfortelle
102	komme&get*seg*gjennom
102	ange
102	tjore
102	forderve
102	maltraktere
102	akselerere
101	resonnere
101	drepe*seg
101	kneble
101	utnevne
101	gagne
101	fyre*opp
101	påkjøre
100	sjekke*ut
100	gjette*på
100	skrible
100	gjenoppstå
100	få*vondt*i
100	klage*til
100	verne*om
